Question number;Category;Subcategory;Number;Question;Option A;Option B;Option C;Correct answer;poznámky
1029;Znak;vys;6050374;Tato dopravní značka:;Upozorňuje řidiče na zatáčku (směrový oblouk) vpravo, jehož bezpečné projetí vyžaduje výrazné snížení rychlosti jízdy.;Upozorňuje řidiče na dvě nebo více po sobě následujících zatáček (směrových oblouků), z nichž první je vpravo, a jejichž bezpečné projetí vyžaduje výrazné snížení rychlosti jízdy.;Upozorňuje řidiče na zatáčku (směrový oblouk) vlevo, jehož bezpečné projetí vyžaduje výrazné snížení rychlosti jízdy.;a;obrázek
1030;Znak;vys;6050375;Tato dopravní značka:;Upozorňuje v odůvodněných případech na křižovatku s kruhovým objezdem.;Přikazuje jízdu po křižovatce s kruhovým objezdem ve směru šipek na značce zobrazených.;Označuje dopravní okruh zřízený pro objíždění obce nebo její části.;a;obrázek
1031;Znak;vys;6050390;Tato dopravní značka řidiče:;Upozorňuje na hrboly, výtluky, díry a jiné nerovnosti ve vozovce nebo na úsek s nerovným povrchem vozovky, vyžadující zvýšenou opatrnost nebo výrazné snížení rychlosti jízdy.;Upozorňuje na umělou nerovnost na vozovce, jejímž účelem je zejména snížení rychlosti jedoucích vozidel.;Bezprostředně označuje umělou nerovnost na vozovce, jejímž účelem je snížení rychlosti jedoucích vozidel.;b;obrázek
887;Znak;inf;6050393;"Dopravní značka ""Jednosměrný provoz"" vymezuje úsek komunikace, kde je zakázáno:";Zastavit a stát, s výjimkou míst označených jako parkoviště.;Jet rychlostí vyšší než 20 km.h-1, jestliže dopravní značkou není dovolena rychlost vyšší.;Couvat, pokud to není nezbytně nutné, například k zajetí do řady vozidel nebo vyjetí z ní.;c;obrázek
1032;Znak;vys;6050446;Tato výstražná dopravní značka upozorňuje na:;Zatáčku vpravo.;Směr pro opuštění křižovatky s kruhovým objezdem.;Zatáčku vlevo.;a;obrázek
1033;Znak;vys;6050449;Tato značka:;Upozorňuje na umělou nerovnost na vozovce, jejímž účelem je zejména snížení rychlosti jedoucích vozidel.;Bezprostředně označuje umělou nerovnost na vozovce, jejímž účelem je snížení rychlosti jedoucích vozidel a je zpravidla označena žlutočernými pruhy.;Upozorňuje na hrboly, výtluky, díry a jiné nerovnosti ve vozovce nebo na úsek s nerovným povrchem vozovky, vyžadující zvýšenou opatrnost nebo výrazné snížení rychlosti jízdy.;a;obrázek
1034;Znak;vys;6050451;Tato dopravní značka upozorňuje na:;Zatáčku (směrový oblouk) vlevo, jehož bezpečné projetí vyžaduje výrazné snížení rychlosti jízdy.;Zatáčku (směrový oblouk) vpravo, jehož bezpečné projetí vyžaduje výrazné snížení rychlosti jízdy.;Směr dopravního okruhu zřízeného pro objíždění obce nebo její části.;a;obrázek
1035;Znak;vys;6050452;Tato značka:;Upozorňuje na místo nebo úsek pozemní komunikace, kde může dojít ke smyku vozidla pouze za ztížených povětrnostních podmínek.;Upozorňuje na místo nebo úsek pozemní komunikace, kde může dojít ke smyku vozidla i za neztížených povětrnostních podmínek.;Upozorňuje na místo nebo úsek pozemní komunikace, kde může dojít ke smyku vozidla pouze za deště, sněhu nebo náledí.;b;obrázek
1093;Znak;zak;6050454;Tato značka zakazuje vjezd:;Vozidlům, která přepravují výbušniny, snadno hořlavý nebo jinak nebezpečný náklad.;Vozidlům přepravujícím ropu nebo ropné materiály nebo jiné látky, které by mohly způsobit ohrožení životního prostředí.;Vozidlům, jejichž okamžitá hmotnost připadající na nápravu přesahuje hodnoty stanovené výrobcem vozidla.;a;obrázek
1094;Znak;zak;6050457;Tato dopravní značka znamená:;Zákaz vjezdu všech vozidel (v obou směrech).;Zákaz vjezdu všech motorových vozidel (v obou směrech).;Zákaz vjezdu všech nemotorových vozidel (v obou směrech).;a;obrázek
930;Znak;pri;6050461;Tato značka znamená:;Přikázaný směr jízdy vpravo.;Přikázaný směr objíždění vpravo.;Jednosměrný provoz.;a;obrázek
609;Res;kri;6050481;Jako řidič vozidla z výhledu:;Jste povinen dát přednost vozidlu přijíždějícímu zleva.;Můžete pokračovat v jízdě křižovatkou. Jste na hlavní pozemní komunikaci.;Máte přednost v jízdě před řidičem přijíždějícím zleva.;a;obrázek
610;Res;kri;6050483;Jste řidičem vozidla z výhledu. V jakém pořadí projedou vozidla touto křižovatkou?;Jako první červené vozidlo, jako druhé zelené vozidlo, jako poslední modré vozidlo společně s Vaším vozidlem.;Jako první červené vozidlo společně se zeleným vozidlem, následně modré vozidlo společně s Vaším vozidlem.;Jako první zelené vozidlo, jako druhé červené vozidlo, jako poslední modré vozidlo společně s Vaším vozidlem.;a;obrázek
611;Res;kri;6050508;Vozidla projedou křižovatkou v pořadí:;1. vozidlo z výhledu, 2. bílé vozidlo, 3. červené vozidlo.;1. bílé vozidlo, 2. červené vozidlo, 3. vozidlo z výhledu.;1. vozidlo z výhledu, 2. červené vozidlo, 3. bílé vozidlo.;c;obrázek
612;Res;kri;6050524;Jste řidičem vozidla z výhledu. V jakém pořadí projedou vozidla vyobrazenou křižovatkou?;1. Vaše vozidlo, 2. modré protijedoucí vozidlo, 3. oranžové nákladní vozidlo.;1. Vaše vozidlo, 2. oranžové nákladní vozidlo, 3. modré protijedoucí vozidlo.;1. modré protijedoucí vozidlo, 2. Vaše vozidlo, 3. oranžové nákladní vozidlo.;a;obrázek
613;Res;kri;6050525;Jste řidičem vozidla z výhledu. V jakém pořadí projedou vozidla touto křižovatkou?;1. červené nákladní vozidlo, 2. Vaše vozidlo společně s protijedoucím modrým vozidlem.;1. Vaše vozidlo společně s protijedoucím modrým vozilem, 2. červené nákladní vozidlo.;1. Vaše vozidlo, 2. červené nákladní vozidlo, 3. protijedoucí modré vozidlo.;a;obrázek
1095;Znak;zak;6050526;Tato dopravní značka:;Zakazuje zastavení nebo stání, tj. uvedení vozidla do klidu, kromě případů vyvolaných okolnostmi v provozu na pozemních komunikacích jako je např. stojící kolona vozidel apod.;Zakazuje stání, tj. uvedení vozidla do klidu na dobu delší, než je doba nezbytně nutná k neprodlenému nastoupení nebo vystoupení přepravovaných osob nebo k neprodlenému naložení a vyložení nákladu.;Zakazuje zastavení s výjimkou doby nezbytně nutné k neprodlenému nastoupení nebo vystoupení přepravovaných osob anebo k neprodlenému naložení nebo složení nákladu.;a;obrázek
1036;Znak;vys;6050550;Tato dopravní značka znamená:;Nebezpečí smyku na místě nebo úseku pozemní komunikace, za ztížených povětrnostních podmínek.;Dvě nebo více po sobě následujících zatáček (směrových oblouků), z nichž první je vpravo.;Dvě nebo více po sobě následujících zatáček (směrových oblouků), z nichž první je vlevo.;b;obrázek
1037;Znak;vys;6050551;Tato dopravní značka upozorňuje:;Na hrboly, výtluky, díry a jiné nerovnosti ve vozovce nebo na úsek s nerovným povrchem vozovky, vyžadující zvýšenou opatrnost nebo výrazné snížení rychlosti jízdy.;Na vyjeté koleje ve vozovce.;Na umělou nerovnost na vozovce, jejímž účelem je zejména snížení rychlosti jedoucích vozidel.;c;obrázek
614;Res;kri;6050560;Jste řidičem vozidla z výhledu. Na vyobrazené křižovatce:;Máte přednost v jízdě před protijedoucím automobilem, ale musíte současně sledovat chování řidiče, který jede před vámi.;"Projede křižovatkou jako poslední; jako první projede vozidlo označené zvláštním výstražným světlem žluté barvy, které přijíždí zleva, a hned po něm protijedoucí automobil.";"Musíte dát přednost v jízdě protijedoucímu automobilu; poté můžete pokračovat v jízdě do křižovatky.";a;obrázek
405;Prav;pra;6050579;Jakou rychlostí je možno přejíždět přes tento železniční přejezd?;Nejvýše 30 km/h.;Nejvýše 40 km/h.;Nejvýše 50 km/h.;c;obrázek
406;Prav;pra;6050580;Jakou rychlostí je možno přejíždět přes tento železniční přejezd?;Nejvýše 30 km/h.;Nejvýše 60 km/h.;Nejvýše 50 km/h.;c;obrázek
615;Res;kri;6050583;Jste řidičem vozidla z výhledu. Určete, v jakém pořadí projedou vozidla touto křižovatkou:;1. Vaše vozidlo současně s protijedoucím červeným vozidlem, 2. zelené vozidlo.;1. Vaše vozidlo současně se zeleným vozidlem jedoucím zprava, 2. červené vozidlo.;1. červené vozidlo, 2. zelené vozidlo, 3. Vaše vozidlo.;a;obrázek
616;Res;kri;6050584;Jste řidičem vozidla z výhledu. Určete, v jakém pořadí projedou vozidla vyobrazenou křižovatkou:;1. Vaše vozidlo, 2. protijedoucí žluté vozidlo, 3. zelené vozidlo.;1. Vaše vozidlo, 2. zelené vozidlo jedoucí zprava, 3. žluté vozidlo.;1. zelené vozidlo jedoucí zprava, 2. Vaše vozidlo, 3. žluté vozidlo.;a;obrázek
617;Res;kri;6050585;Jste řidičem vozidla z výhledu. Určete, v jakém pořadí projedou vozidla touto křižovatkou:;1. zelené vozidlo jedoucí zleva, 2. protijedoucí zelené vozidlo, 3. oranžové nákladní vozidlo, 4. Vaše vozidlo.;1. protijedoucí zelené vozidlo, 2. zelené vozidlo jedoucí zleva, 3. oranžové nákladní vozidlo, 4. Vaše vozidlo.;1. zelené vozidlo jedoucí zleva, 2. protijedoucí zelené vozidlo, 3. Vaše vozidlo, 4. oranžové nákladní vozidlo.;a;obrázek
618;Res;kri;6050586;Jste řidičem vozidla z výhledu. Určete, kolikáté projede Vaše vozidlo touto křižovatkou:;Poslední.;Druhé.;Třetí.;a;obrázek
619;Res;kri;6050587;Jste řidičem vozidla z výhledu. Určete, kolikáté projede Vaše vozidlo touto křižovatkou:;Jako poslední.;Jako druhé.;Jako třetí.;a;obrázek
620;Res;kri;6050589;Jste řidičem vozidla z výhledu. Určete, v jakém pořadí projedou vozidla touto křižovatkou:;1. modré vozidlo jedoucí zleva, 2. protijedoucí červené vozidlo, 3. zelené vozidlo jedoucí zprava, 4. Vaše vozidlo.;1. Vaše vozidlo současně s protijedoucím červeným vozidlem, 2. modré vozidlo jedoucí zleva současně se zeleným vozidlem jedoucím zprava.;1. modré vozidlo jedoucí zleva současně se zeleným vozidlem jedoucím zprava, 2. Vaše vozidlo současně s protijedoucím červeným vozidlem.;a;obrázek
417;Prav;pra;6050607;Mimo obec se na pozemní komunikaci o dvou nebo více jízdních pruzích v jednom směru jízdy jezdí:;V levém jízdním pruhu. V ostatních jízdních pruzích se smí jet, jestliže je to nutné k objíždění, předjíždění, otáčení nebo odbočování.;V pravém jízdním pruhu. V ostatních jízdních pruzích se smí jet, jestliže je to nutné k objíždění, předjíždění, otáčení nebo odbočování.;V kterémkoli jízdním pruhu, jestliže tím není ohrožena plynulost provozu na pozemních komunikacích, zejména jízda ostatních vozidel.;b;obrázek
621;Res;kri;6050609;Můžete jako řidič vozidla z výhledu vjet do křižovatky před vozidlem, které ve vyobrazené situaci přijíždí zleva?;Nemohu, protože bych mu neumožnil bezpečný a plynulý průjezd křižovatkou.;Mohu. Druhé vozidlo přijíždí zleva a musí mi proto dát přednost v jízdě.;Mohu, protože jsem na hlavní pozemní komunikaci a proto mám přednost v jízdě.;a;obrázek
1038;Znak;vys;6050624;Tato dopravní značka:;Upozorňuje na místo, kde se vozovka oproti předcházejícímu úseku výrazně zužuje z pravé strany.;Upozorňuje na snížení počtu jízdních pruhů v místě a vyznačuje, který pruh je průběžný.;Upozorňuje na místo, kde se vozovka oproti předcházejícímu úseku výrazně zužuje z levé strany.;a;obrázek
1039;Znak;vys;6050625;Tato dopravní značka:;Upozorňuje na hrboly, výtluky, díry a jiné nerovnosti ve vozovce nebo na úsek s nerovným povrchem vozovky, vyžadující zvýšenou opatrnost nebo výrazné snížení rychlosti jízdy.;Upozorňuje na umělou nerovnost na vozovce, jejímž účelem je zejména snížení rychlosti jedoucích vozidel.;Bezprostředně označuje umělou nerovnost na vozovce, jejímž účelem je snížení rychlosti jedoucích vozidel a je zpravidla označena žlutočernými pruhy.;a;obrázek
1040;Znak;vys;6050626;Tato dopravní značka:;Upozorňuje na úsek pozemní komunikace s prudkým stoupáním. Na značce se uvádí skutečný nejvyšší podélný sklon vozovky.;Upozorňuje na úsek pozemní komunikace, kde místní podmínky činí klesání nebezpečným. Na značce se uvádí skutečný nejvyšší podélný sklon vozovky.;Upozorňuje na únikový pruh za nebezpečným klesáním, kde lze v případě nouze, například při sníženém účinku brzd, zastavit vozidlo pomocnými prostředky, například protisvahem, hrubým štěrkovým povrchem apod.;a;obrázek
1041;Znak;vys;6050627;Tato značka upozorňuje řidiče:;Na dopravní okruh zřízený pro objíždění obce nebo její části.;Na změnu místní úpravy provozu na pozemních komunikacích na dopravním okruhu.;Na křižovatku s kruhovým objezdem.;c;obrázek
622;Res;kri;6050629;Jste řidičem vozidla z výhledu. V jakém pořadí projedou vozidla touto křižovatkou?;1. Vaše vozidlo současně s protijedoucím zeleným vozidlem, 2. žluté nákladní vozidlo.;1. Protijedoucí zelené vozidlo současně se žlutým nákladním vozidlem, 2. Vaše vozidlo.;1. Protijedoucí zelené vozidlo, 2. žluté nákladní vozidlo, 3. Vaše vozidlo.;a;obrázek
1096;Znak;zak;6060004;Zákaz vjezdu vyplývající z vyobrazené dopravní značky platí pro:;Ruční vozíky o okamžité šířce větší než 600 mm.;Ruční vozíky o okamžité šířce do 600 mm.;Všechna potahová vozidla o okamžité šířce větší než 600 mm.;a;obrázek
623;Res;kri;6060047;Jste řidičem vozidla z výhledu. Určete, v jakém pořadí projedou vozidla touto křižovatkou:;1. Vaše vozidlo, 2. protijedoucí modré vozidlo, 3. zelené vozidlo jedoucí zprava.;1. Vaše vozidlo současně se zeleným vozidlem jedoucím zprava, 2. protijedoucí modré vozidlo.;1. Protijedoucí modré vozidlo, 2. Vaše vozidlo současně se zeleným vozidlem jedoucím zprava.;a;obrázek
504;Prav;sme;6060049;Odbočují-li řidiči protijedoucích vozidel vlevo:;Vyhýbají se vlevo (jejich vozidla se míjejí pravými boky).;Vyhýbají se vpravo (jejich vozidla se míjejí levými boky).;Vyhýbají se podle okolností a dostatku prostoru v křižovatce vpravo i vlevo.;a;obrázek
